,year,month,emd_nm,resd_work20_visit_age,work_age_0-10
0,2018,1,건입동,10545305.291799998,33510.042100000006
1,2018,1,구좌읍,13736552.5974,115808.0982
2,2018,1,남원읍,14835869.737699999,59912.2082
3,2018,1,노형동,54385287.302,783070.8816999998
4,2018,1,대륜동,15571258.970199998,113728.78820000001
5,2018,1,대정읍,16271762.5257,64830.00690000001
6,2018,1,대천동,8995469.971,52326.0082
7,2018,1,도두동,3685907.8441999997,5466.2921
8,2018,1,동홍동,17589211.570200004,296204.8744
9,2018,1,봉개동,5246213.0549,106370.07919999998
10,2018,1,삼도1동,11700575.2373,67992.47630000001
11,2018,1,삼도2동,7356659.148600001,37322.32310000001
12,2018,1,삼양동,17857460.252499998,88308.70750000002
13,2018,1,서홍동,6196566.3076,48852.7055
14,2018,1,성산읍,15298846.8187,32405.021099999998
15,2018,1,송산동,2697252.1591,3328.7528999999995
16,2018,1,아라동,33195177.345300008,492002.9199000001
17,2018,1,안덕면,16841019.8089,358312.6526
18,2018,1,애월읍,39028749.107,206681.12239999996
19,2018,1,연동,51554016.41919999,467651.18739999994
20,2018,1,영천동,5751194.7784,106859.3396
21,2018,1,예래동,8126253.6382,30286.791700000005
22,2018,1,오라동,19011563.517399997,90779.44419999998
23,2018,1,외도동,10126595.5541,71672.45859999998
24,2018,1,용담1동,8122465.3163,85760.20319999999
25,2018,1,용담2동,17195118.046400003,221249.66299999994
26,2018,1,우도면,1474900.0022,3785.2830999999996
27,2018,1,이도1동,11467783.9896,74466.6949
28,2018,1,이도2동,59816038.9244,1080610.0009999997
29,2018,1,이호동,4548607.9691,2486.0965999999994
30,2018,1,일도1동,3334619.0073,22687.939800000004
31,2018,1,일도2동,30311502.683300007,231120.24070000002
32,2018,1,정방동,4953240.5745,28016.987500000003
33,2018,1,조천읍,21520430.095000003,106341.21840000001
34,2018,1,중문동,8826137.2846,66274.58769999999
35,2018,1,중앙동,4972620.958800001,96219.8475
36,2018,1,천지동,2252021.9791,11190.367699999999
37,2018,1,추자면,1612062.0895000002,100.888
38,2018,1,표선면,10579065.0882,70365.51260000002
39,2018,1,한경면,6212558.0162,14070.0762
40,2018,1,한림읍,19671254.382600002,167746.7927
41,2018,1,화북동,25486322.9309,330608.22870000004
42,2018,1,효돈동,4036662.6904999996,26989.07110000001
43,2018,2,건입동,9558365.4775,31837.157700000003
44,2018,2,구좌읍,12210283.053000001,51200.59959999999
45,2018,2,남원읍,12512850.022799999,67873.3571
46,2018,2,노형동,47940287.288399994,501886.6569999999
47,2018,2,대륜동,13759594.944500003,72035.50910000001
48,2018,2,대정읍,14459091.2513,49441.5254
49,2018,2,대천동,7264282.6133,27036.638899999998
50,2018,2,도두동,3076541.6168000004,7497.401
51,2018,2,동홍동,15794118.221099999,106929.8678
52,2018,2,봉개동,4365912.0696,23863.885199999997
53,2018,2,삼도1동,10381370.8295,84127.7244
54,2018,2,삼도2동,6492046.738700001,27746.290700000005
55,2018,2,삼양동,16650180.455,54153.9861
56,2018,2,서홍동,5552703.017000001,25869.373400000004
57,2018,2,성산읍,13259804.180599999,31784.300899999995
58,2018,2,송산동,2314420.9601,10322.542400000002
59,2018,2,아라동,29789607.917500004,149448.5624
60,2018,2,안덕면,15011050.7997,196676.43720000001
61,2018,2,애월읍,34270299.0457,140983.24109999998
62,2018,2,연동,45493913.2094,352459.7622
63,2018,2,영천동,5061568.2165,45821.86650000001
64,2018,2,예래동,6807802.639400001,27960.0328
65,2018,2,오라동,17124612.6118,116143.35300000003
66,2018,2,외도동,8634082.5352,64165.455799999996
67,2018,2,용담1동,7445571.628299999,29327.1454
68,2018,2,용담2동,15259531.738499999,110821.66690000001
69,2018,2,우도면,1332509.1106000002,5205.228800000001
70,2018,2,이도1동,10254864.719200002,95064.78950000001
71,2018,2,이도2동,53628892.1207,835157.5624999999
72,2018,2,이호동,4060188.7989999996,14254.0173
73,2018,2,일도1동,2976356.6338,26385.6002
74,2018,2,일도2동,27768518.309299994,207131.18470000004
75,2018,2,정방동,4062663.4911,22324.208000000006
76,2018,2,조천읍,18485323.6389,71653.4324
77,2018,2,중문동,7550376.7140999995,44711.0447
78,2018,2,중앙동,4428665.0233,78363.21389999997
79,2018,2,천지동,1591096.7173999997,9833.838800000001
80,2018,2,추자면,1340044.0324000001,1676.4271
81,2018,2,표선면,9186858.052000001,32889.6553
82,2018,2,한경면,5634599.524199999,13721.3
83,2018,2,한림읍,16970693.1104,57348.4449
84,2018,2,화북동,22786746.691899996,143926.59530000004
85,2018,2,효돈동,3632828.5921,11324.734199999999
86,2018,3,건입동,10124298.5279,33935.8408
87,2018,3,구좌읍,13907962.7183,59820.04250000001
88,2018,3,남원읍,13158656.6909,28070.833
89,2018,3,노형동,53352390.1142,533030.4205
90,2018,3,대륜동,15025401.1386,35603.482200000006
91,2018,3,대정읍,15627389.015299998,56577.37660000001
92,2018,3,대천동,7745699.1245,27210.0081
93,2018,3,도두동,3371793.1672,3703.3039000000003
94,2018,3,동홍동,16643164.3411,148795.99730000002
95,2018,3,봉개동,5731992.7622,41193.3752
96,2018,3,삼도1동,10694402.67,67295.021
97,2018,3,삼도2동,6959030.8082,21622.8154
98,2018,3,삼양동,17341250.6212,55944.23090000001
99,2018,3,서홍동,5760829.844999999,26352.973299999998
100,2018,3,성산읍,14371159.8916,37154.6455
101,2018,3,송산동,2253671.7483,5925.672099999999
102,2018,3,아라동,39532484.8337,286693.26430000004
103,2018,3,안덕면,16603758.8082,173263.21289999998
104,2018,3,애월읍,39500464.227199994,175440.23630000002
105,2018,3,연동,49628625.134899996,366970.8511999999
106,2018,3,영천동,5704593.3168,36136.789300000004
107,2018,3,예래동,7207802.566300001,22373.5513
108,2018,3,오라동,18325057.2581,99037.3653
109,2018,3,외도동,9013446.169100001,71522.884
110,2018,3,용담1동,7812419.9442,31381.5697
111,2018,3,용담2동,15939890.865,125554.96239999999
112,2018,3,우도면,1568501.4334,4084.8116
113,2018,3,이도1동,10848128.0766,80709.9043
114,2018,3,이도2동,57230440.2178,899666.9951000002
115,2018,3,이호동,4427659.9315,13062.533
116,2018,3,일도1동,3171554.3394,16761.1339
117,2018,3,일도2동,28206718.980300006,232058.35700000002
118,2018,3,정방동,4083130.6514999997,16478.5205
119,2018,3,조천읍,20842777.0096,92450.3161
120,2018,3,중문동,8378318.758399999,56035.3726
121,2018,3,중앙동,4804482.7662,71893.50460000001
122,2018,3,천지동,1629908.8556,4673.149699999999
123,2018,3,추자면,1643541.951,425.8857
124,2018,3,표선면,10489924.8886,18040.5536
125,2018,3,한경면,6362577.995200001,12485.2292
126,2018,3,한림읍,19812700.2101,54752.5101
127,2018,3,화북동,24954336.5475,143339.3513
128,2018,3,효돈동,3571272.1769000003,2348.485200000001
129,2018,4,건입동,9900410.2214,110397.34899999997
130,2018,4,구좌읍,14377585.568099998,374063.3859
131,2018,4,남원읍,13457281.8026,35358.52739999999
132,2018,4,노형동,50808056.8556,1802039.8121999996
133,2018,4,대륜동,14921766.8287,222990.2623
134,2018,4,대정읍,15733601.5058,187894.7397
135,2018,4,대천동,7775042.464500001,134185.48639999997
136,2018,4,도두동,3746131.0328,3972.8582
137,2018,4,동홍동,15787881.3404,466508.7256
138,2018,4,봉개동,5862194.3560999995,589814.9525
139,2018,4,삼도1동,10369467.8726,51535.8617
140,2018,4,삼도2동,6763401.9558,52202.1464
141,2018,4,삼양동,16880227.4336,67187.4308
142,2018,4,서홍동,5365383.1876,86648.69759999998
143,2018,4,성산읍,15287700.205200002,52654.0022
144,2018,4,송산동,2401254.3362000003,3991.4384
145,2018,4,아라동,37249487.9219,2709797.2817999995
146,2018,4,안덕면,17510232.2148,238541.65540000005
147,2018,4,애월읍,38950938.72310001,359767.2542000001
148,2018,4,연동,47941896.517299995,663011.1713
149,2018,4,영천동,5409169.6131,347420.6611
150,2018,4,예래동,8126682.381300001,17364.4352
151,2018,4,오라동,17389024.621999998,54857.864700000006
152,2018,4,외도동,9449940.4606,44749.339499999995
153,2018,4,용담1동,7289829.922800001,127278.44699999999
154,2018,4,용담2동,16174427.741300002,678257.4577000001
155,2018,4,우도면,1688414.0296,5772.3024000000005
156,2018,4,이도1동,10503517.7177,81632.96319999998
157,2018,4,이도2동,54272561.1419,1738393.2861000001
158,2018,4,이호동,4467435.7106,3788.7516000000005
159,2018,4,일도1동,3150826.4408,7258.149200000001
160,2018,4,일도2동,26868937.971499994,209850.642
161,2018,4,정방동,4209964.986399999,13767.646699999998
162,2018,4,조천읍,21773464.307200003,185751.88429999998
163,2018,4,중문동,8540913.8745,135543.58569999997
164,2018,4,중앙동,4493057.4893,183645.20869999996
165,2018,4,천지동,1813010.1848,322.82869999999997
166,2018,4,추자면,1762974.4755000002,423.5191
167,2018,4,표선면,11409442.333700001,147652.2094
168,2018,4,한경면,6498058.4068,68264.1576
169,2018,4,한림읍,20113260.183099996,376926.24419999996
170,2018,4,화북동,23214131.5493,869545.2777
171,2018,4,효돈동,3473324.1193000004,16306.888799999999
172,2018,5,건입동,10243694.5445,97437.6245
173,2018,5,구좌읍,15143233.222699998,329123.51649999997
174,2018,5,남원읍,13852124.444300001,36015.7469
175,2018,5,노형동,52365396.6825,1736295.6099
176,2018,5,대륜동,15603443.259499999,249349.41129999998
177,2018,5,대정읍,16342625.3169,160514.5417
178,2018,5,대천동,8268921.3434,110902.10140000001
179,2018,5,도두동,3886766.127800001,4543.3015
180,2018,5,동홍동,16352959.8625,479827.4569
181,2018,5,봉개동,5979592.259200001,513715.33999999997
182,2018,5,삼도1동,10770185.359699998,72572.65409999999
183,2018,5,삼도2동,7009908.7805,48199.77699999999
184,2018,5,삼양동,17739979.6902,74994.4626
185,2018,5,서홍동,5662074.303299999,88498.9603
186,2018,5,성산읍,15789480.448999997,53104.165
187,2018,5,송산동,2520155.3598,4067.667100000001
188,2018,5,아라동,38272156.3437,2536980.0314999996
189,2018,5,안덕면,18188290.7576,240186.69079999998
190,2018,5,애월읍,39605755.12370001,362186.50580000004
191,2018,5,연동,49032216.6583,732096.2418
192,2018,5,영천동,5623010.0033,315665.169
193,2018,5,예래동,8671253.771000002,18428.9603
194,2018,5,오라동,17639727.553799998,46925.893899999995
195,2018,5,외도동,10158183.285600001,45628.27130000001
196,2018,5,용담1동,7522173.6699,115093.27489999999
197,2018,5,용담2동,16840405.4281,555181.0351000001
198,2018,5,우도면,1680539.3346000002,4872.775299999999
199,2018,5,이도1동,10738130.7829,89577.70620000002
200,2018,5,이도2동,56193789.037200004,1625829.8076999998
201,2018,5,이호동,4628140.647700001,8969.874
202,2018,5,일도1동,3343255.3638000004,11570.5366
203,2018,5,일도2동,27831760.1633,218130.76950000002
204,2018,5,정방동,4539949.7841,17569.0157
205,2018,5,조천읍,22929497.462399997,212567.46649999995
206,2018,5,중문동,8966414.7848,151044.85229999997
207,2018,5,중앙동,4747244.5095,176672.74810000003
208,2018,5,천지동,1947700.4132000003,2641.5624
209,2018,5,추자면,1763994.3859999997,0.0
210,2018,5,표선면,11538916.6555,163099.5361
211,2018,5,한경면,6516040.6581,48636.621599999984
212,2018,5,한림읍,20815663.6828,420908.2096999999
213,2018,5,화북동,23838977.370400004,805615.2527
214,2018,5,효돈동,3652533.6347000003,18004.398999999998
215,2018,6,건입동,9889656.683699999,72104.2417
216,2018,6,구좌읍,14548312.0861,346049.56570000004
217,2018,6,남원읍,13223206.3129,29893.93379999999
218,2018,6,노형동,50584130.9346,1630235.3106000002
219,2018,6,대륜동,14388035.4797,236703.10060000003
220,2018,6,대정읍,15258359.312900001,153568.8332
221,2018,6,대천동,7935222.2698,104308.9168
222,2018,6,도두동,3626656.6766,5911.3937000000005
223,2018,6,동홍동,15964179.4172,484162.44180000003
224,2018,6,봉개동,5333088.2140999995,445880.49049999996
225,2018,6,삼도1동,10729297.2717,73281.39929999999
226,2018,6,삼도2동,6790193.3465,45628.43710000001
227,2018,6,삼양동,17645394.7878,73164.9354
228,2018,6,서홍동,5412555.0545,90794.7082
229,2018,6,성산읍,14740056.7863,57496.69009999999
230,2018,6,송산동,2403899.8772,8759.355200000002
231,2018,6,아라동,36631040.9251,2228474.5998
232,2018,6,안덕면,15991423.310700003,151287.14239999995
233,2018,6,애월읍,38706993.20289999,315227.1261
234,2018,6,연동,47372027.069900006,706675.6611
235,2018,6,영천동,5420920.941599999,309160.6881
236,2018,6,예래동,8145144.4956,23529.6693
237,2018,6,오라동,16910834.383099996,51523.37069999999
238,2018,6,외도동,10244061.251999998,47816.662800000006
239,2018,6,용담1동,7248046.9033,126486.14689999999
240,2018,6,용담2동,16211085.6085,512832.77859999996
241,2018,6,우도면,1772699.0446,6590.3642
242,2018,6,이도1동,10397295.161500003,91921.22280000002
243,2018,6,이도2동,54724203.65839999,1535209.9971000003
244,2018,6,이호동,4472554.6429,5085.034099999999
245,2018,6,일도1동,3260827.7087999997,15097.559800000003
246,2018,6,일도2동,27012771.587700002,227066.15770000004
247,2018,6,정방동,3986289.7636,9894.5886
248,2018,6,조천읍,22235879.8706,191102.70899999997
249,2018,6,중문동,8623556.019399999,151512.6324
250,2018,6,중앙동,4681279.237199999,162267.1491
251,2018,6,천지동,1793596.1104000001,1565.7182999999995
252,2018,6,추자면,1617945.8879999998,1931.0828999999999
253,2018,6,표선면,10898439.634,160584.07090000005
254,2018,6,한경면,6356443.6503,52596.8265
255,2018,6,한림읍,20272791.308000002,437325.4506
256,2018,6,화북동,23083556.365300003,725955.9993999999
257,2018,6,효돈동,3493911.3474000003,14233.580600000001
258,2018,7,건입동,9797541.4303,81412.13029999999
259,2018,7,구좌읍,15686018.5283,264904.2527
260,2018,7,남원읍,13974566.385400001,42795.52619999999
261,2018,7,노형동,52813347.167600006,1426186.7460999999
262,2018,7,대륜동,15720553.0967,219371.1678
263,2018,7,대정읍,15061583.1672,155189.69129999995
264,2018,7,대천동,8453134.0293,97410.94329999998
265,2018,7,도두동,3727336.2462999998,9817.621800000003
266,2018,7,동홍동,17868309.686499998,507876.3437999999
267,2018,7,봉개동,5468973.337900001,400357.39739999996
268,2018,7,삼도1동,11087177.942699999,48602.66900000001
269,2018,7,삼도2동,7153956.195499999,38711.165400000005
270,2018,7,삼양동,18722041.700799998,92267.16920000003
271,2018,7,서홍동,5679717.9778,84720.4828
272,2018,7,성산읍,15933913.059299998,52664.54490000001
273,2018,7,송산동,2545718.4157,2273.2685
274,2018,7,아라동,35703885.097,1512756.6875000005
275,2018,7,안덕면,15317026.0068,46678.5481
276,2018,7,애월읍,40451413.84729999,302387.0997000001
277,2018,7,연동,49640531.5298,678779.7567999999
278,2018,7,영천동,5155995.8054,211293.0901
279,2018,7,예래동,8719944.2361,26672.321299999996
280,2018,7,오라동,18291901.0939,58845.7766
281,2018,7,외도동,10568778.822099999,63998.846300000005
282,2018,7,용담1동,7634274.2886,117183.29970000002
283,2018,7,용담2동,17472276.650399998,471690.59699999995
284,2018,7,우도면,1986278.3259,5260.998600000001
285,2018,7,이도1동,10934449.9087,99768.77470000001
286,2018,7,이도2동,57675049.68550001,1356558.2567999999
287,2018,7,이호동,4878481.6186999995,19067.249500000005
288,2018,7,일도1동,3268825.2183,16693.075699999998
289,2018,7,일도2동,28722308.1463,273505.6009
290,2018,7,정방동,4350522.8909,12850.686399999999
291,2018,7,조천읍,23372353.2499,180932.1128
292,2018,7,중문동,9221704.2458,149888.26980000004
293,2018,7,중앙동,4998935.4704,158034.53770000002
294,2018,7,천지동,1795502.7545,3037.201
295,2018,7,추자면,1760095.7666,0.0
296,2018,7,표선면,11400267.9828,127646.67670000001
297,2018,7,한경면,6593307.4583,42440.27889999999
298,2018,7,한림읍,21528357.356799997,342933.3104999999
299,2018,7,화북동,24491455.609300002,625521.2415
300,2018,7,효돈동,3723012.0215,19160.9242
301,2018,8,건입동,9732512.2709,73975.0822
302,2018,8,구좌읍,16479237.8222,214096.15780000002
303,2018,8,남원읍,14255324.814800002,39338.7007
304,2018,8,노형동,54935569.4129,1140267.7939
305,2018,8,대륜동,16300309.512000002,194260.4346
306,2018,8,대정읍,16273420.408999998,103579.5294
307,2018,8,대천동,8833449.6884,63926.602599999984
308,2018,8,도두동,3884024.3916000007,9066.3987
309,2018,8,동홍동,18325598.876,370218.17480000004
310,2018,8,봉개동,5673105.1496,285311.17310000013
311,2018,8,삼도1동,11119085.511500001,57813.5901
312,2018,8,삼도2동,7307932.4989,32446.008100000006
313,2018,8,삼양동,18803692.655100003,97039.90879999999
314,2018,8,서홍동,5738046.553300001,50395.03770000001
315,2018,8,성산읍,16906915.4848,46747.8856
316,2018,8,송산동,2754524.1158,15581.672
317,2018,8,아라동,36965843.6381,1167949.6054999996
318,2018,8,안덕면,18088602.4168,105961.4467
319,2018,8,애월읍,42111840.721599996,283398.11139999994
320,2018,8,연동,49911485.3331,538036.2812999999
321,2018,8,영천동,5237747.8548,180108.13390000002
322,2018,8,예래동,8978950.8598,47332.1766
323,2018,8,오라동,18527363.3053,85836.75209999998
324,2018,8,외도동,10899181.7592,69535.4856
325,2018,8,용담1동,7713899.6433999995,69962.3367
326,2018,8,용담2동,18382159.2245,388462.1355
327,2018,8,우도면,2059974.1964999998,150.52710000000002
328,2018,8,이도1동,11071787.0645,119788.29110000002
329,2018,8,이도2동,57806846.3258,1238551.2778000003
330,2018,8,이호동,4892415.4572,19647.171200000004
331,2018,8,일도1동,3176311.3763,23741.7153
332,2018,8,일도2동,28542037.342199996,247746.10429999998
333,2018,8,정방동,4446108.7899,10061.1461
334,2018,8,조천읍,24323311.655100003,197578.80679999996
335,2018,8,중문동,9913499.5142,102267.0131
336,2018,8,중앙동,4933897.941,167441.0086
337,2018,8,천지동,1988686.1873999997,1615.6616999999999
338,2018,8,추자면,1874637.9985999998,0.0
339,2018,8,표선면,11795569.3391,86198.64289999999
340,2018,8,한경면,6856644.558700001,32489.498399999997
341,2018,8,한림읍,22516064.0467,189005.89089999997
342,2018,8,화북동,24740419.6752,450208.74419999996
343,2018,8,효돈동,3752827.579,7004.9084
344,2018,9,건입동,9627896.1452,85199.38320000001
345,2018,9,구좌읍,14411501.9195,255087.06459999995
346,2018,9,남원읍,13353279.973500002,29751.289699999998
347,2018,9,노형동,52226287.12680001,1134244.1620000002
348,2018,9,대륜동,14412587.786099996,231890.23429999995
349,2018,9,대정읍,15963261.821199998,142157.67359999998
350,2018,9,대천동,8008466.1577,51539.66010000001
351,2018,9,도두동,3291335.701,5670.5489
352,2018,9,동홍동,17146416.9499,379777.15539999993
353,2018,9,봉개동,5336575.837400001,324621.0636
354,2018,9,삼도1동,10936097.155000001,51998.4862
355,2018,9,삼도2동,7421951.1357,19796.84690000001
356,2018,9,삼양동,17533668.1334,82338.3799
357,2018,9,서홍동,5614293.924199999,68310.6108
358,2018,9,성산읍,15225218.319900002,41284.5009
359,2018,9,송산동,2418433.7945,5954.6924
360,2018,9,아라동,36629484.4542,1373272.1845999998
361,2018,9,안덕면,16095155.168999998,431810.2248000001
362,2018,9,애월읍,37517724.899900004,247671.3827
363,2018,9,연동,47144883.2374,477236.01690000005
364,2018,9,영천동,4762558.8157,213675.56110000005
365,2018,9,예래동,7448350.968699999,12044.7938
366,2018,9,오라동,16851432.8238,92473.175
367,2018,9,외도동,10419673.1758,54209.896199999996
368,2018,9,용담1동,7301276.6225000005,81109.23509999998
369,2018,9,용담2동,16571960.606199998,362147.3679
370,2018,9,우도면,1748275.3979,0.0
371,2018,9,이도1동,10640907.5788,93376.3423
372,2018,9,이도2동,55139601.88989999,1173569.6619000002
373,2018,9,이호동,4234900.4235,14482.076900000004
374,2018,9,일도1동,3062167.8647999996,17876.709000000003
375,2018,9,일도2동,27243855.226800002,173582.4072
376,2018,9,정방동,3930832.359600001,14422.764700000002
377,2018,9,조천읍,21770495.526100002,162680.99850000002
378,2018,9,중문동,9033199.6971,62826.047300000006
379,2018,9,중앙동,4559014.282,156469.0085
380,2018,9,천지동,1864218.8368,4374.3313
381,2018,9,추자면,1747158.9616,1285.0626000000002
382,2018,9,표선면,10613443.0378,105213.08130000002
383,2018,9,한경면,6572122.186099999,40408.847599999994
384,2018,9,한림읍,19986364.0536,250097.0758
385,2018,9,화북동,23826655.1982,519283.5022
386,2018,9,효돈동,3568122.8218,5953.799
387,2018,10,건입동,9710998.984300002,72981.832
388,2018,10,구좌읍,14387775.1214,350779.1577
389,2018,10,남원읍,14008192.769299999,36703.816999999995
390,2018,10,노형동,53971128.12860001,1565862.6223
391,2018,10,대륜동,15606438.6708,267753.83660000004
392,2018,10,대정읍,16311063.5354,126203.15460000001
393,2018,10,대천동,8597961.873300001,110440.74799999999
394,2018,10,도두동,3544040.9966,4420.4506
395,2018,10,동홍동,17369381.1426,499361.20329999994
396,2018,10,봉개동,5685277.1282,528026.0603
397,2018,10,삼도1동,11224295.7113,61287.9191
398,2018,10,삼도2동,7673992.516000001,47217.012800000004
399,2018,10,삼양동,17991217.211,95297.64039999999
400,2018,10,서홍동,5646040.3122000005,86429.24740000001
401,2018,10,성산읍,15586019.8636,62130.0227
402,2018,10,송산동,2400118.0198,8445.241499999998
403,2018,10,아라동,39094303.0296,2067947.8665000005
404,2018,10,안덕면,17325163.6318,304650.72380000004
405,2018,10,애월읍,38901663.5631,381191.59919999994
406,2018,10,연동,49845402.5642,716473.4842000001
407,2018,10,영천동,5050096.664099999,240757.40239999993
408,2018,10,예래동,7583092.0704,12756.351999999999
409,2018,10,오라동,17422543.5242,73044.93860000002
410,2018,10,외도동,10912943.286,64562.25270000001
411,2018,10,용담1동,7351880.996300001,123599.0927
412,2018,10,용담2동,16897164.6531,584393.0698999998
413,2018,10,우도면,1840672.9749,7995.8191
414,2018,10,이도1동,11004333.9393,119803.4092
415,2018,10,이도2동,56488179.6101,1594784.0454999998
416,2018,10,이호동,4483811.8155000005,678.4300000000001
417,2018,10,일도1동,3084851.9885,18945.602499999997
418,2018,10,일도2동,27492676.2339,243324.01410000006
419,2018,10,정방동,4348328.6526,20578.369099999996
420,2018,10,조천읍,22975332.2377,177126.24059999996
421,2018,10,중문동,9557766.0009,120949.09330000001
422,2018,10,중앙동,4990122.023700001,175407.0624
423,2018,10,천지동,1934218.1352,8169.9048
424,2018,10,추자면,1758669.1755999997,586.1535
425,2018,10,표선면,11036687.307099998,124059.4577
426,2018,10,한경면,6486818.048699999,54475.1332
427,2018,10,한림읍,20455358.118199997,364840.6927
428,2018,10,화북동,24517518.1394,745280.4843
429,2018,10,효돈동,3582686.9080000003,8322.9252
430,2018,11,건입동,9262839.2779,75176.43040000001
431,2018,11,구좌읍,13023807.152200002,349798.75600000005
432,2018,11,남원읍,13980412.0786,42808.88030000001
433,2018,11,노형동,52094429.4178,1554462.1430000002
434,2018,11,대륜동,14742500.628899999,203652.14280000003
435,2018,11,대정읍,15663125.5823,148913.9659
436,2018,11,대천동,7901606.0168,106593.17919999998
437,2018,11,도두동,3319909.8365,10049.9906
438,2018,11,동홍동,17009229.0649,498090.35310000007
439,2018,11,봉개동,5307170.4131000005,451795.52470000007
440,2018,11,삼도1동,10754247.5156,103145.19170000002
441,2018,11,삼도2동,7501750.7639,62388.54220000001
442,2018,11,삼양동,17507669.6832,74902.2407
443,2018,11,서홍동,5518519.994,109190.15790000003
444,2018,11,성산읍,14029513.276,50911.3338
445,2018,11,송산동,2238412.5738000004,4901.2342
446,2018,11,아라동,37756804.54889999,2028082.5213999995
447,2018,11,안덕면,16475932.007100001,324715.7432
448,2018,11,애월읍,37198469.120400004,315781.14410000003
449,2018,11,연동,48526973.408800006,725502.6585
450,2018,11,영천동,4794781.5363,214907.4684
451,2018,11,예래동,6978576.226300001,18536.565000000002
452,2018,11,오라동,17096601.625299998,79321.91920000002
453,2018,11,외도동,10220474.0143,53572.19569999999
454,2018,11,용담1동,7125191.948199999,130964.8114
455,2018,11,용담2동,16062773.5885,552725.6261
456,2018,11,우도면,1632597.807,4354.0747
